X,Y,Z
45456.4,43372.5,176.898
45355.1,43483.2,95.6105
45206,43621.1,181.827
45220,43611.2,159.404
45329.6,43506.4,137.14
45357.5,43479.8,142.051
45232.6,43592.3,255.531
45317.4,43534.6,69.6706
45247.2,43607.4,131.599
45216.6,43615,278.816
45301.1,43553.3,102.575
45255.8,43592,163.569
45328.4,43540,42.8172
45237.9,43609.6,173.106
45362.3,43498.3,100.338
45338.3,43518,149.188
45279.9,43576.8,145.876
45350.1,43504.9,176.072
45221.7,43622.6,264.162
45268.3,43589.6,169.755
45292.8,43572.2,100.239
45459.6,43394.8,216.43
45231.3,43627,159.962
45248.3,43599,277.934
45333.5,43539.7,66.9216
45267.6,43597.9,105.902
45242.9,43604.7,262.552
45300.8,43568.9,108.427
45357,43509.9,136.515
45362.7,43494.6,216.8
45291.9,43586.1,65.8507
45370.2,43504.1,113.374
45362,43516.3,75.6538
45370.3,43503.2,163.921
45295.7,43564.9,220.265
45343.1,43541,96.191
45376.6,43506.6,71.3163
45272,43600.2,149.237
45353.1,43523.9,115.783
45268.2,43605,166.58
45356.8,43533.6,103.921
45332.7,43560.4,66.4913
45330.8,43544.4,204.054
45327.1,43572.3,51.6404
45435.2,43445.3,218.931
45313.4,43582.8,78.1571
45333.1,43563.8,119.31
45289.5,43603.8,137.166
45363.4,43544.8,58.9595
45351.1,43530.8,262.111
45374.3,43540.3,78.8907
45278.7,43627.5,170.173
45330.9,43569.1,191.24
45356.4,43562,52.9208
45378.9,43524.7,161.227
45407,43502.1,171.055
45298.6,43609,236.146
45354.4,43575.5,59.8174
45294.7,43619.2,242.707
45346.3,43586.5,62.9978
45394.8,43528.9,153.945
45359.2,43565.2,153.517
45348,43567.6,250.635
45382.4,43554.6,82.3755
45290.9,43628,229.23
45378.5,43550.1,161.121
45288.1,43633.2,253.516
45379.2,43560.9,131.439
45382.9,43548.5,216.187
45342.4,43590.7,208.894
45349,43582.6,232.211
45390.7,43562,78.771
45375,43556.9,222.914
45397.8,43560.4,61.3858
45352.6,43594.6,184.951
45357.1,43575.7,282.715
45329.4,43612.7,253.587
45386.2,43576.1,92.1953
45366.2,43579.7,255.005
45346.8,43622.5,86.1689
45391.1,43561.9,213.922
45338.3,43614,218.078
45399.9,43570.2,83.3153
45375.5,43597.7,94.99
45378.1,43593.1,165.738
45344.1,43612.3,251.439
45327.8,43631.6,213.314
45398.7,43582.1,88.8179
45344.9,43627.5,197.096
45362,43612.5,183.134
45384.5,43599.2,141.133
45438.4,43542.3,173.06
45404.2,43598.7,133.12
45381.4,43615.2,199.305
45371.8,43630.2,180.719
45432.6,43599.8,96.0789
45406.8,43622.2,162.53
45418.1,43606.9,232.416
45427.5,43603.8,204.948
45411.3,43609.7,285.031
45371.9,43390.1,79.3124
45252.2,43510.7,82.3581
45231.2,43523.9,147.219
45223.7,43518.4,251.509
45291.3,43465.9,129.776
45174.7,43568.2,244.002
45184.2,43558.2,251.349
45251,43519.4,91.5766
45414.7,43347.3,248.44
45265.1,43500.6,141.427
45450.8,43315,155.752
45394.6,43358.7,280.878
45287,43489.7,82.9985
45270,43487.2,258.882
45221.8,43529.6,279.196
45305.8,43483.8,29.9007
45209.9,43556.1,230.067
45151.6,43620.9,192.668
45317.2,43469.7,81.1108
45228.3,43553.8,105.472
45274.3,43519.2,32.8474
45309.8,43474.9,104.137
45167.2,43605.1,218.837
45284.1,43495.2,159.073
45246.5,43544.3,71.2211
45237.8,43544.6,161.994
45148.9,43632.3,171.201
45387.8,43390.6,208.421
45403.9,43369.4,271.719
45224.8,43544.4,281.772
45199.7,43597.4,83.1005
45271.2,43535.5,61.2889
45292.5,43482.5,261.555
45455.3,43331.9,193.658
45307,43481.3,164.965
45319.5,43461.1,238.195
45288.6,43505.1,137.202
45304.4,43474.7,260.762
45317.6,43477.3,134.181
45221.8,43562.5,223.373
45368.1,43412.7,285.643
45209.7,43571.2,271.198
45432.3,43356.4,223.438
45336.5,43472.4,53.3358
45217.7,43581.6,127.739
45158.1,43630.3,242.912
45323,43468.7,223.534
45296.7,43501.7,187.871
45316,43490.6,122.754
45363.2,43426.9,283.04
45319.7,43497.1,83.4836
45195.6,43603.5,201.537
45165.4,43633,216.908
45452.4,43349.5,213.124
45329.1,43489.5,139.545
45387.1,43435.4,117.475
45211.4,43599.9,192.906
45220.4,43593.9,198.004
45227.9,43585.3,218.603
45182.6,43628.4,260.954
45207.7,43604.2,253.922
45303.8,43518.9,143.03
45359.4,43458.3,218.487
45357.1,43470.9,99.1748
45173.5,43633.4,270.995
45407.5,43402.4,253.97
45237.5,43579.2,209.418
45218.7,43604.9,182.828
45315.8,43517.8,98.1906
45349.6,43491.7,45.5399
45216.2,43594.4,280.48
45392,43424.4,250.53
45303.8,43531,95.4047
45339.9,43499.3,84.3561
45201.2,43488.6,80.1402
45260.1,43398.6,283.907
45304.1,43373.8,156.272
45367,43306,202.776
45164.3,43530.5,44.9997
45220.3,43463.1,119.526
45191.3,43502.9,68.0336
45153.6,43519.6,258.704
45304.3,43374.3,204.371
45147.1,43528.6,269.039
45273.7,43408.2,245.768
45245.8,43441.2,172.137
45193.8,43481.9,273.594
45059.3,43626.7,210.455
45323,43378.6,101.96
45185.6,43496.3,266.212
45171,43510.5,264.758
45245.5,43457.8,85.6865
45178.7,43515.9,165.453
45237.5,43466.8,131.431
45296.6,43414.4,106.763
45312.4,43387.3,153.376
45418.2,43287.3,112.405
45318,43386.6,125.918
45318.6,43377,222.132
45457.7,43252,94.6451
45230,43471.8,165.642
45239.8,43449.4,252.557
45303.8,43398.7,200.496
45172.4,43520.7,258.476
45225.8,43492.6,148.407
45446.6,43266,108.312
45266.6,43453.5,77.6862
45279.1,43438.2,100.691
45151.1,43549.1,269.444
45324.2,43397.9,89.8889
45334.5,43372.9,196.735
45077.1,43627,216.141
45330,43386.5,137.282
45203.6,43517.4,94.5295
45214.4,43506.4,116.036
45292.4,43429.4,118.998
45156.7,43567.3,94.6918
45232.8,43481.6,192.826
45170.1,43539,219.859
45171.9,43533.5,280.632
45321.5,43392.4,225.812
45095.7,43613.4,264.969
45273.7,43448.6,162.123
45154,43562.7,225.126
45333.2,43391.5,183.978
45189.5,43539.7,153.495
45343.7,43387.4,156.736
45254.2,43461.1,279.138
45266.4,43467.9,122.2
45365.5,43360.2,208.673
45329.7,43415.7,77.8383
45385.6,43340.8,254.988
45382.3,43351.3,201.673
45271,43481.5,34.0041
45197.2,43524,282.218
45216.1,43513.6,234.372
45456.1,43289.2,119.966
45199.2,43536.8,179.656
45214.1,43532.7,159.906
45228.8,43516.6,130.825
45317.9,43410.4,256.323
45224.8,43526.4,101.088
45265.1,43469.8,239.295
45103.9,43629.8,239.429
45249.5,43484.9,244.345
45344.2,43407.2,113.664
45252,43508.7,107.356
45179.4,43560.9,236.234
45227.1,43512,241.142
45291,43316.4,276.452
45106.9,43510.3,217.484
45157,43472.2,158.097
45438.4,43198.1,77.3816
45210.9,43412.5,167.02
45083.3,43530.7,232.702
45068.7,43554.4,173.79
45220.2,43415.5,85.9906
45202.4,43429.3,105.095
45104.8,43513,243.82
45149.5,43496.3,90.023
45168.5,43450.5,276.076
45270.2,43370.6,79.2793
45121.7,43493.5,280.917
45122.9,43501.2,235.971
45289.4,43356.4,58.4015
45162.8,43460.7,249.795
45301.5,43334.7,151.876
45228.6,43423.4,100.537
45154.6,43490.8,77.7503
45063.2,43564.1,268.329
45399.6,43227.2,226.324
45175.8,43459,188.859
45292.3,43352.3,135.948
45045.6,43581.7,272.302
45290.5,43344.1,193.342
45187.8,43463.6,119.445
45362.8,43274.5,200.841
45217.4,43425.2,144.905
45203.9,43448.8,82.8184
45300.8,43345.2,149.514
45183.1,43451.8,241.772
45105.1,43526.4,278.6
45080.6,43565.4,260.939
45215.9,43439.8,90.2455
45134.9,43514.8,144.498
45191.3,43464.2,100.396
45282.4,43380.1,71.2146
45145.7,43515,85.7806
45047.9,43598.3,211.74
45295.8,43359.2,154.694
45261.3,43403,140.56
45094.4,43551.2,233.628
45158.1,43502.4,150.476
45229,43432.4,116.435
45275.8,43379.7,161.753
45435.1,43229.8,93.7088
45044.5,43621,131.052
45211.1,43447.1,167.734
45364.3,43301.5,227.813
45173.7,43491.2,168.193
45361.9,43300.1,190.189
45155.7,43503.1,216.489
45166.6,43494.4,252.937
45150.9,43522.1,151.956
45091.6,43571.5,266.229
45165.1,43490.9,278.596
45159.1,43502.9,240.203
45060.2,43506.5,281.744
45191.5,43409.3,105.459
45209.1,43378.1,147.779
44960.9,43616.1,242.825
45395.8,43187.7,182.425
45035.2,43540.9,279.713
45066.8,43520.5,222.534
45241,43333.2,285.278
45278.9,43296.4,273.905
45205.9,43376.1,242.719
45435,43165,108.065
45198.8,43391.6,206.444
45258.2,43341.5,112.856
45379.6,43218.3,138.581
44959.5,43627.3,233.833
45049.8,43532,276.957
45276.9,43335.3,53.9783
45143.3,43448.2,230.17
45065.9,43527.2,278.856
45407.1,43182.2,264.369
45021.2,43588.6,95.2622
45195.4,43393.5,260.579
45387.8,43209.5,204.625
45285.4,43309.7,221.305
45423.4,43187.4,98.2764
45097.4,43509.9,173.009
45160.6,43440.5,212.188
45145.5,43468.8,128.078
44978.3,43622.5,223.222
45114.3,43494.3,176.435
45443.8,43172.7,117.843
45355.1,43255.1,198.854
45137.2,43482.7,108.082
45182.3,43416.4,262.782
45149.5,43471.1,108.543
45294.4,43328,91.6447
45070.4,43536.1,229.296
45393.5,43221.5,166.117
44985.5,43621.8,248.03
45064.9,43542.7,275.486
45134.7,43472.5,267.069
45093.9,43532.7,149.255
45190.5,43438.9,125.491
45452.4,43180.4,78.8229
44988.9,43625.1,223.433
45026.9,43514.9,284.577
45221.1,43332.9,179.553
44988.6,43552.5,250.546
45371.4,43188,142.821
45373,43178.4,199.266
45250.9,43309.4,134.404
45385.6,43175.2,128.801
45428.7,43141.3,73.1457
45423.4,43129,218.119
44929.9,43613.7,285.199
45000.4,43549.7,242.086
45124,43425.1,277.926
45361.2,43197.1,172.411
45313.8,43246,238.093
45323.4,43239.9,230.488
45225.7,43343.7,165.028
45201.1,43369,148.864
45263.2,43298.8,233.162
45149.6,43420.8,160.968
45294.9,43265.3,236.824
45208,43352.3,243.818
45050.6,43527.6,110.917
45201.7,43364,200.988
45184.5,43387.9,209.336
45196.1,43368.6,248.841
45307.1,43258,246.293
45255,43329.7,79.1437
45251.2,43328.1,145.348
45393.4,43195.9,134.826
45067.2,43507,223.898
45039,43542.6,251.603
45209.6,43364.5,275.729
45073.2,43494.8,260.44
45000.9,43574.5,244.152
45048.4,43526.4,221.659
45390.4,43137.2,143.49
44931.9,43603.9,94.9682
45078.1,43449.6,275.711
45459.6,43076.7,95.7463
45075.6,43439.6,265.805
45170.4,43356.8,171.966
45410.5,43123.9,98.8829
45426.5,43111.5,179.801
44924.7,43616.9,188.187
45373.8,43148,220.411
45401.3,43120.8,208.282
44923.8,43591.1,277.934
45266.6,43276.5,85.1905
45063.3,43456.4,267.798
44957.2,43560.8,282.677
44907.8,43626.7,176.362
45334.3,43206.1,204.166
45221.5,43305.6,272.02
45397.4,43130.6,235.419
45459.4,43091.8,60.4465
45181,43355.7,223.639
45029.5,43519.3,202.39
45207.4,43341,109.917
45460.4,43082.4,150.531
45336.2,43200.3,213.368
45230.1,43312.5,181.718
45371,43177.2,169.469
45206.8,43334.2,199.467
45005.4,43535.4,222.561
45033.7,43522,128.365
45378.8,43128.4,118.99
45346.5,43172.3,155.784
45046.3,43450.9,272.649
44904.3,43606.4,113.864
45025,43482.1,136.914
44988.6,43508.5,235.228
45443.9,43074.9,157.033
45401.6,43105.6,192.948
44953,43539.1,278.047
45454.5,43039,271.504
44930.7,43580.9,136.01
45414.5,43086.2,230.126
45407.3,43103.8,145.704
45390.5,43125.9,106.781
44896.5,43626,48.0111
44975.7,43525.2,270.457
45222.6,43296.1,90.716
44932.5,43566.2,271.924
45338.7,43172.2,175.72
45164.9,43337.7,236.515
45247,43273.4,97.6974
45153.1,43345.1,265.257
45351.1,43157.8,203.364
45031.9,43479.1,205.482
45382.2,43134.6,148.163
45231.7,43281.9,166.074
45063.3,43443.4,247.409
45366.6,43147.1,194.766
44896.7,43624.6,116.411
45364.5,43152.4,157.031
45403.1,43117.6,150.608
45188.4,43313.7,274.489
44957.8,43558.9,179.103
45283.3,43240.3,104.777
45341.3,43166.2,255.229
44942.6,43578.8,148.763
45148.1,43371.3,215.772
45375.9,43140.8,208.145
45334.3,43186.9,200.592
45217.8,43312.3,111.034
45418,43108.5,146.635
45228.6,43298.7,145.189
45348,43165.7,226.193
45218.1,43301.2,191.132
45410.7,43060.3,248.902
45333.6,43149.6,178.263
45345.3,43137.5,193.734
45236.9,43232.3,278.19
44979.4,43504.2,196.949
45447.7,43035.5,209.293
45090.3,43386.3,275.372
45414.2,43079.4,156.698
45445.5,43050.7,121.208
45205.2,43269.2,260.758
45150.6,43347.8,83.8403
45216.5,43265.1,256.744
45057.9,43419.4,281.654
45175.4,43301.9,280.823
45054.8,43438.9,179.998
45290.8,43189,263.208
45351.4,43141,160.621
45220.3,43265,242.226
45229,43259.2,202.714
45116.1,43380.8,161.544
44935.6,43544.2,285.277
45344.2,43149.9,212.992
45430,43064.5,156.961
45141.7,43345,232.66
45163.7,43348,81.9434
45204,43292.9,149.723
45347,43153.2,164.982
45053.4,43444.3,212.697
45328.7,43166.4,194.004
45428.8,43056,285.311
45412.2,43094.1,132.766
45220.5,43288.5,130.276
45265.2,43252.8,77.5119
45287.5,43208.8,228.465
45447,43056.6,154.518
45240.5,43244.4,282.469
45430.9,43060.1,246.979
45002.4,43450.6,256.556
45301.3,43149.5,240.676
44959.1,43493.5,256.527
45346.6,43114,164.748
45209.2,43266.8,71.3469
44934,43520.3,269.461
45363,43109,128.477
45331.6,43133.9,180.282
45365.1,43096.7,201.912
44871,43586.8,202.959
45190.1,43282.6,135.473
45374,43096.9,177.83
45238,43249,130.651
45261.7,43188.5,285.141
45100.1,43358.5,225.493
45308.4,43158.5,238.574
45178.9,43291.8,203.319
45048.1,43417.2,194.224
45341.4,43128.6,165.679
45403.9,43058.4,223.498
45120.8,43340.9,233.19
45184.5,43286.5,155.649
45238.9,43216.6,279.003
45416.5,43061.5,173.485
45150,43314.5,240.926
45379.7,43092.7,166.79
45189.4,43274.2,228.771
45237.4,43247.6,109.324
45429.9,43055,82.8931
45029.5,43439,250.391
45160.8,43303.2,264.187
45132.1,43338.2,228.788
45348.5,43132.4,149.777
45191.6,43283.5,189.007
45218.5,43260.4,176.051
44891.3,43597.8,151.355
45172.2,43296.9,266.019
44898.2,43552.2,100.859
45182.9,43272.5,74.481
44857.3,43605.8,87.1919
45457.1,42988.8,152.565
45359,43085.7,152.086
44909.6,43538.6,123.856
45318.5,43122.4,187.485
45118.8,43335.3,117.662
45305.9,43127.8,239.749
45138.6,43312.1,184.089
45187.5,43268.3,88.2738
44860.4,43612,115.326
45381.8,43053.1,285.63
45435,43019.1,105.175
44894.3,43567.6,82.7081
45257.3,43199,136.483
45072.8,43383.5,110.128
44918.8,43530.1,181.467
45064,43374.6,266.805
45366.9,43086.5,144.786
45201.5,43242.9,206.606
45309.7,43139.9,214.203
45268.3,43185,147.569
45257.4,43200.5,120.756
45380.7,43080.2,109.37
45205.4,43236.4,248.578
45321.2,43129.9,202.838
45394.2,43054.3,193.818
45062.2,43395.5,141.656
44911.6,43533.8,251.875
45208.7,43254,113.783
45016.5,43435,219.826
45249.2,43211.9,128.546
45416.9,43030.4,278.561
45076.3,43372.7,278.844
45405.6,43040.2,271.185
45078.3,43374.5,249.175
45035.3,43426.2,216.311
45069.4,43351.1,233.794
45219.9,43191.4,274.325
45121,43297.3,227.159
45136.5,43286.6,191.637
44879.4,43548.8,171.984
45307.2,43122.1,214.646
45366.6,43063.7,138.706
45357.3,43075.4,130.044
45209.7,43209.5,269.397
45303.6,43120.2,189.642
45037.2,43395.1,181.33
45403.2,43037.5,94.4675
45227.9,43189.5,269.339
45085.1,43350.8,217.559
45361.2,43071.5,149.607
44844.7,43595.8,171.04
45139.5,43292.3,173.537
44986.2,43461.9,97.7348
45216.3,43223.4,119.735
45450.8,42995.9,66.2229
45328.5,43100.6,239.889
45230.9,43226.6,128.165
45153.8,43297.3,79.9961
45218.8,43229.7,84.5987
45187.2,43247.1,199.831
45459.9,42964.1,281.007
45245,43186.9,213.535
45331.1,43112.8,161.661
45000.6,43425.6,275.264
45210.2,43236.7,107.298
45390.8,43066.8,103.631
44931.3,43503.2,235.052
44870.8,43570.4,151.49
45358.7,43071.7,274.582
45270.4,43149.4,64.1298
45403.3,43003.2,193.315
45081.4,43329.6,190.017
45209.4,43188,270.556
44962.4,43443.3,243.425
45389.5,43021.3,197.687
44986.3,43434.8,92.0841
45381.3,43049.9,110.526
44795.4,43618.4,220.447
44858.5,43554.7,148.072
45073,43343.3,207.947
45247.1,43173.6,119.628
45391.8,43013.1,246.853
44847.4,43573.3,140.232
45370.4,43050,129.679
44974,43436.3,214.93
45220.4,43182.2,261.534
45017.1,43392.1,244.842
45349.5,43074.6,144.925
45203.9,43215.9,158.748
45262.9,43144.4,269.609
45209.1,43201.5,227.29
45195.2,43219.7,195.534
44918.5,43491.9,249.259
45411.1,42997.1,260.009
45141.5,43274,211.487
45250,43183.1,92.1184
44909.7,43525.9,89.7798
44929.7,43512.8,93.8664
44936.7,43500,120.813
45336.9,43092.1,166.237
45101.7,43318.1,195.937
45187.8,43227.2,264.696
45235.9,43194.1,133.49
45451.6,42950.1,84.0065
45248.1,43144.7,159.412
45161.5,43228.6,182.408
45164.1,43217.5,259.487
44839,43548.4,227.129
45452,42938.9,163.484
45446.9,42943.1,215.715
45456.8,42951,118.022
45044.6,43344.5,237.673
44794.7,43604.8,142.529
44821.4,43573.9,142.952
44950.3,43437.6,251.019
45236.1,43173.5,138.605
45161.2,43228.2,217.871
45197.1,43219,99.2757
45178,43215.4,245.364
45320.7,43077,200.003
44897.6,43496.2,187.928
45371.3,43027.1,160.281
45420.6,42987.8,92.4049
45226.2,43169.7,265.479
44944.6,43464.7,122.487
45328.2,43059.8,261.111
45222.3,43161.7,285.053
44764.5,43630.5,200.71
44978,43415.9,256.875
44978,43426.7,204.083
45073.7,43333.8,147.954
45237,43153.2,267.074
44896.2,43496.1,249.612
45221.9,43194.5,134.505
45219.2,43194.7,99.2414
45253.3,43137.2,275.063
44844.5,43570.2,89.9053
45243.6,43147.6,259.498
44936.9,43469.7,167.768
45364,43035.8,203.904
44829.3,43582.6,117.377
45041.2,43367.3,141.26
45031.2,43365.8,267.872
45384.2,43014.3,225.782
45053.3,43353.4,187.647
44936.7,43481.2,130.79
45405.1,42995.2,213.798
45227.6,43172.7,224.957
44921.6,43499.1,74.2859
44836,43579.8,99.184
45264.2,43116.5,116.608
45374.6,43003.4,125.611
45248.2,43131.6,144.782
45154.6,43221.3,182.615
45245,43131.4,163.567
44768.2,43616.3,115.375
44752.7,43627.3,149.641
44811,43573.7,79.7748
45219.4,43159.6,154.261
45340.7,43026.5,231.958
45090.2,43277.4,225.704
44755.5,43628.5,115.49
44746.1,43626.7,214.118
44903.1,43470.9,214.356
44895.1,43486.7,238.083
45308.4,43067.8,200.065
44757.2,43609.7,268.467
44987.4,43387.1,273.718
45008.4,43372.6,212.241
45270.4,43115.9,135.673
45142.9,43239.8,202.483
44819.6,43566.3,133.928
45459.9,42930.9,88.8028
45247.3,43132.4,240.205
45197.8,43189.8,165.968
45460.1,42929.1,112.83
44919.2,43454.8,284.537
45264.7,43130.1,72.2317
44888,43509.5,107.593
45094.1,43301,74.5019
45058.9,43324.4,250.22
45278.4,43097.9,247.156
45212.4,43181.2,123.859
45202.4,43186.7,211.645
45254.5,43152.1,83.8967
44865.9,43512.5,270.863
44815.7,43584.2,180.617
45400,42985.4,203.253
45427.6,42971.6,90.4516
45214.1,43163.9,262.612
45421.7,42976.9,121.52
45091.3,43313.3,62.8512
45148.4,43240.2,216.965
45201.5,43186.4,193.163
45434.9,42931,159.3
45408.2,42939.2,273.935
44749.8,43626.3,171.413
45179.6,43169.2,267.222
45109.5,43256.9,119.203
44915.6,43454.1,99.3932
45190,43165.2,231.633
44845.9,43504.2,241.753
45364.7,42995.5,141.464
45304.5,43045.4,228.473
44968.9,43387.6,266.276
44820.4,43544.3,149.547
44952.8,43411.7,189.509
45199,43170.9,104.254
45460.6,42903.3,147.023
45365.5,43002.5,110.983
45357.7,43008.2,154.201
45030.3,43332.3,267.064
45117.7,43243.1,193.608
44719.4,43632.5,274.093
45276.8,43079.9,254.787
45016.6,43341.1,237.459
45152.1,43207.7,232.977
44783.5,43580.7,174.962
45098.5,43268.7,185.728
45395.3,42978.6,115.888
44915.9,43443.7,254.324
45354.7,43019.2,133.095
44776.4,43586.7,225.032
44804.4,43553.4,278.44
45081,43278.7,235.578
45136.5,43231.4,180.329
45442.9,42932.8,126.919
45368.4,42964.3,240.061
45379.8,42964.3,137.249
45158.3,43168.1,281.364
45034.7,43322,61.2773
45279.2,43059.6,159.362
45258.3,43073.7,236.39
45362.9,42987.4,124.51
45194,43149,159.668
45262,43091.8,106.647
45150.8,43175.3,279.599
44917.6,43430,177.998
44921,43408.1,284.883
45379,42959.6,175.974
44729,43616.2,159.351
45216.3,43132.1,124.209
45241.7,43106.1,200.54
45306.7,43042.3,140.872
45452,42901.6,131.378
45095,43256.9,129.026
45108.3,43228.2,281.607
44724.7,43625.2,146.151
45255.2,43075.9,284.044
44900.4,43442.9,228.428
45269.2,43084.1,144.594
45346.9,42997.3,244.316
45358.3,42975.3,278.001
44912.1,43428.1,227.908
45183.8,43156.1,221.893
45356.7,42981.9,259.972
44948.7,43400.5,164.757
45352.9,42988.1,242.547
44990.5,43361.7,172.637
45388.4,42962.2,183.002
45355.7,42994.4,173.784
45377.4,42975.7,143.835
45306.2,43046.9,194.162
44933,43419.7,219.282
44758.2,43597.8,211.538
45046.7,43298.2,232.535
45216.1,43128.8,254.611
44763.7,43591.2,162.682
45288.1,43033,196.411
45235,43086.2,208.494
45289.1,43046.8,151.956
45313.1,42996.1,268.9
44867.8,43459,133.663
45220.1,43111.5,230.721
44859.9,43474.8,95.1968
45226.1,43094.4,222.859
44719.7,43606.3,168.062
44971.6,43370.7,103.801
45122.8,43204,189.447
44790.6,43523.4,273.586
45144.2,43195.8,162.516
44937.4,43409.9,87.9853
44824.8,43512.2,130.73
44687.6,43632.1,227.993
